Date,Index,Close,High,Low,Open,Volume
2022-01-14,^DJI,35911.80859375,35996.4296875,35641.48828125,35996.4296875,389200000
2022-01-14,^GSPC,4662.85009765625,4665.1298828125,4614.75,4637.990234375,4338490000
2022-01-14,^IXIC,14893.75,14897.6796875,14689.4296875,14708.01953125,4374020000
2022-01-18,^DJI,35368.46875,35661.76171875,35262.01953125,35661.76171875,427260000
2022-01-18,^GSPC,4577.10986328125,4632.240234375,4568.7001953125,4632.240234375,4748700000
2022-01-18,^IXIC,14506.900390625,14740.5400390625,14482.9404296875,14681.830078125,5060790000
2022-01-19,^DJI,35028.6484375,35547.828125,35015.48828125,35412.30078125,393080000
2022-01-19,^GSPC,4532.759765625,4611.5498046875,4530.2001953125,4588.02978515625,4465740000
2022-01-19,^IXIC,14340.259765625,14658.8896484375,14331.650390625,14582.2197265625,4665340000
2022-01-20,^DJI,34715.390625,35490.19921875,34670.12109375,35102.66015625,369070000
2022-01-20,^GSPC,4482.72998046875,4602.10986328125,4477.9501953125,4547.35009765625,4640870000
2022-01-20,^IXIC,14154.01953125,14642.0302734375,14140.7802734375,14462.849609375,5102050000
2022-01-21,^DJI,34265.37109375,34896.671875,34229.55078125,34701.69140625,523880000
2022-01-21,^GSPC,4397.93994140625,4494.52001953125,4395.33984375,4471.3798828125,5589100000
2022-01-21,^IXIC,13768.919921875,14171.7197265625,13764.240234375,14046.2197265625,5870830000
2022-01-24,^DJI,34364.5,34420.98828125,33150.328125,34070.609375,664010000
2022-01-24,^GSPC,4410.1298828125,4417.35009765625,4222.6201171875,4356.31982421875,6928110000
2022-01-24,^IXIC,13855.1298828125,13876.6103515625,13094.650390625,13481.5,6998770000
2022-01-25,^DJI,34297.73046875,34591.0390625,33545.51953125,34186.640625,506430000
2022-01-25,^GSPC,4356.4501953125,4411.009765625,4287.10986328125,4366.64013671875,5145050000
2022-01-25,^IXIC,13539.2900390625,13781.6201171875,13414.1396484375,13610.8701171875,5019380000
2022-01-26,^DJI,34168.08984375,34815.671875,33876.48046875,34520.8203125,546330000
2022-01-26,^GSPC,4349.93017578125,4453.22998046875,4304.7998046875,4408.43017578125,5570640000
2022-01-26,^IXIC,13542.1201171875,14002.650390625,13392.1904296875,13871.76953125,5771140000
2022-01-27,^DJI,34160.78125,34773.3203125,34007.78125,34261.75,527780000
2022-01-27,^GSPC,4326.509765625,4428.740234375,4309.5,4380.580078125,5214200000
2022-01-27,^IXIC,13352.7802734375,13765.91015625,13322.66015625,13710.990234375,5177380000
2022-01-28,^DJI,34725.46875,34731.76953125,33807.51171875,34135.23828125,568440000
2022-01-28,^GSPC,4431.85009765625,4432.72021484375,4292.4599609375,4336.18994140625,5031090000
2022-01-28,^IXIC,13770.5703125,13771.91015625,13236.5595703125,13436.7099609375,4971930000
2022-01-31,^DJI,35131.859375,35148.140625,34496.1015625,34691.171875,468070000
2022-01-31,^GSPC,4515.5498046875,4516.89013671875,4414.02001953125,4431.7900390625,5098610000
2022-01-31,^IXIC,14239.8798828125,14242.900390625,13767.7099609375,13812.1904296875,5124940000
2022-02-01,^DJI,35405.23828125,35441.08984375,34977.94921875,35151.46875,386080000
2022-02-01,^GSPC,4546.5400390625,4550.490234375,4483.52978515625,4519.56982421875,4816830000
2022-02-01,^IXIC,14346.0,14358.6904296875,14070.76953125,14277.4296875,4671850000
2022-02-02,^DJI,35629.328125,35679.19921875,35290.12109375,35378.19140625,359540000
2022-02-02,^GSPC,4589.3798828125,4595.31005859375,4544.31982421875,4566.39013671875,4481580000
2022-02-02,^IXIC,14417.5498046875,14504.8203125,14264.650390625,14494.4697265625,4673140000
2022-02-03,^DJI,35111.16015625,35535.94140625,35071.05859375,35520.078125,381020000
2022-02-03,^GSPC,4477.43994140625,4542.8798828125,4470.39013671875,4535.41015625,4401970000
2022-02-03,^IXIC,13878.8203125,14207.8896484375,13851.740234375,14045.830078125,4326300000
2022-02-04,^DJI,35089.73828125,35333.55078125,34799.078125,35095.73828125,349880000
2022-02-04,^GSPC,4500.52978515625,4539.66015625,4451.5,4482.7900390625,4706290000
2022-02-04,^IXIC,14098.009765625,14222.759765625,13850.3896484375,13958.48046875,4121340000
2022-02-07,^DJI,35091.12890625,35325.01171875,34993.98046875,35108.37890625,328910000
2022-02-07,^GSPC,4483.8701171875,4521.85986328125,4471.47021484375,4505.75,4228480000
2022-02-07,^IXIC,14015.669921875,14236.3095703125,13974.099609375,14118.7900390625,4268730000
2022-02-08,^DJI,35462.78125,35544.890625,35090.421875,35160.6796875,319190000
2022-02-08,^GSPC,4521.5400390625,4531.31982421875,4465.39990234375,4480.02001953125,4459620000
2022-02-08,^IXIC,14194.4501953125,14226.48046875,13934.7802734375,13984.4296875,4293770000
2022-02-09,^DJI,35768.05859375,35824.28125,35614.8984375,35614.8984375,333610000
2022-02-09,^GSPC,4587.18017578125,4590.02978515625,4547.0,4547.0,4524350000
2022-02-09,^IXIC,14490.3701171875,14490.7197265625,14330.8701171875,14368.16015625,4729730000
2022-02-10,^DJI,35241.58984375,35800.23828125,35100.71875,35630.80859375,411620000
2022-02-10,^GSPC,4504.080078125,4588.919921875,4484.31005859375,4553.240234375,5314860000
2022-02-10,^IXIC,14185.6396484375,14509.5595703125,14118.2001953125,14228.6796875,5212510000
2022-02-11,^DJI,34738.05859375,35431.1484375,34620.51953125,35267.890625,398860000
2022-02-11,^GSPC,4418.64013671875,4526.330078125,4401.41015625,4506.27001953125,5251500000
2022-02-11,^IXIC,13791.150390625,14246.7001953125,13733.16015625,14213.6201171875,5237320000
2022-02-14,^DJI,34566.171875,34744.55859375,34304.28125,34694.5,370320000
2022-02-14,^GSPC,4401.669921875,4426.22021484375,4364.83984375,4412.60986328125,4600390000
2022-02-14,^IXIC,13790.919921875,13921.7099609375,13664.759765625,13768.9697265625,4347350000
2022-02-15,^DJI,34988.83984375,35047.7890625,34686.19140625,34686.19140625,305670000
2022-02-15,^GSPC,4471.06982421875,4472.77001953125,4429.27978515625,4429.27978515625,4430830000
2022-02-15,^IXIC,14139.759765625,14142.490234375,13976.2900390625,13997.1796875,4416840000
2022-02-16,^DJI,34934.26953125,35042.08984375,34642.640625,34951.828125,294410000
2022-02-16,^GSPC,4475.009765625,4489.5498046875,4429.68017578125,4455.75,4283640000
2022-02-16,^IXIC,14124.08984375,14163.73046875,13931.990234375,14038.919921875,4238560000
2022-02-17,^DJI,34312.03125,34858.46875,34246.23046875,34858.46875,348720000
2022-02-17,^GSPC,4380.259765625,4456.06005859375,4373.81005859375,4456.06005859375,4539420000
2022-02-17,^IXIC,13716.7197265625,14020.8203125,13704.7001953125,14004.1904296875,4278370000
2022-02-18,^DJI,34079.1796875,34423.578125,33976.1796875,34310.44921875,414080000
2022-02-18,^GSPC,4348.8701171875,4394.60009765625,4327.22021484375,4384.56982421875,4708060000
2022-02-18,^IXIC,13548.0703125,13762.400390625,13465.5595703125,13735.400390625,4501940000
2022-02-22,^DJI,33596.609375,34024.73828125,33364.2890625,33974.08984375,432090000
2022-02-22,^GSPC,4304.759765625,4362.1201171875,4267.10986328125,4332.740234375,5121900000
2022-02-22,^IXIC,13381.51953125,13618.7197265625,13249.650390625,13424.3603515625,4849170000
2022-02-23,^DJI,33131.76171875,33832.58984375,33084.8984375,33680.96875,370600000
2022-02-23,^GSPC,4225.5,4341.509765625,4221.509765625,4324.93017578125,4797430000
2022-02-23,^IXIC,13037.490234375,13533.7802734375,13032.169921875,13511.75,4639330000
2022-02-24,^DJI,33223.828125,33269.33984375,32272.640625,32830.328125,590850000
2022-02-24,^GSPC,4288.7001953125,4294.72998046875,4114.64990234375,4155.77001953125,6752130000
2022-02-24,^IXIC,13473.58984375,13486.1103515625,12587.8798828125,12587.8798828125,6180200000
2022-02-25,^DJI,34058.75,34095.73828125,33277.21875,33277.21875,417630000
2022-02-25,^GSPC,4384.64990234375,4385.33984375,4286.830078125,4298.3798828125,5177060000
2022-02-25,^IXIC,13694.6201171875,13696.8603515625,13358.2900390625,13485.259765625,4628720000
2022-02-28,^DJI,33892.6015625,33963.62890625,33469.30859375,33870.62109375,443460000
2022-02-28,^GSPC,4373.93994140625,4388.83984375,4315.1201171875,4354.169921875,6071370000
2022-02-28,^IXIC,13751.400390625,13810.6396484375,13549.900390625,13570.830078125,5928130000
2022-03-01,^DJI,33294.94921875,33870.140625,33107.671875,33813.48046875,438730000
2022-03-01,^GSPC,4306.259765625,4378.4501953125,4279.5400390625,4363.14013671875,5846230000
2022-03-01,^IXIC,13532.4599609375,13777.0400390625,13441.3203125,13716.7001953125,6131350000
2022-03-02,^DJI,33891.3515625,34013.671875,33379.51171875,33379.51171875,400920000
2022-03-02,^GSPC,4386.5400390625,4401.47998046875,4322.56005859375,4322.56005859375,5337870000
2022-03-02,^IXIC,13752.01953125,13796.5498046875,13493.91015625,13597.5302734375,5246390000
2022-03-03,^DJI,33794.66015625,34179.0703125,33641.53125,33972.87109375,369740000
2022-03-03,^GSPC,4363.490234375,4416.77978515625,4345.56005859375,4401.31005859375,5039890000
2022-03-03,^IXIC,13537.9404296875,13837.58984375,13472.6396484375,13837.58984375,5092580000
2022-03-04,^DJI,33614.80078125,33655.4296875,33254.12109375,33655.4296875,408390000
2022-03-04,^GSPC,4328.8701171875,4342.1201171875,4284.97998046875,4342.1201171875,5797380000
2022-03-04,^IXIC,13313.4404296875,13486.7099609375,13224.98046875,13455.23046875,5343900000
2022-03-07,^DJI,32817.37890625,33579.75,32806.1484375,33579.75,488400000
2022-03-07,^GSPC,4201.08984375,4327.009765625,4199.85009765625,4327.009765625,6940470000
2022-03-07,^IXIC,12830.9599609375,13353.2802734375,12828.01953125,13328.3603515625,6195370000
2022-03-08,^DJI,32632.640625,33402.98046875,32578.73046875,32885.171875,553750000
2022-03-08,^GSPC,4170.7001953125,4276.93994140625,4157.8701171875,4202.66015625,7243120000
2022-03-08,^IXIC,12795.5498046875,13159.4404296875,12670.080078125,12800.0400390625,6683960000
2022-03-09,^DJI,33286.25,33457.28125,32860.421875,32860.421875,418670000
2022-03-09,^GSPC,4277.8798828125,4299.39990234375,4223.10009765625,4223.10009765625,5662670000
2022-03-09,^IXIC,13255.5498046875,13301.16015625,13039.7900390625,13113.7001953125,5396550000
2022-03-10,^DJI,33174.0703125,33236.58984375,32819.76171875,33106.76953125,399480000
2022-03-10,^GSPC,4259.52001953125,4268.27978515625,4209.7998046875,4252.5498046875,4980830000
2022-03-10,^IXIC,13129.9599609375,13163.5,12946.2802734375,13098.349609375,5071250000
2022-03-11,^DJI,32944.19140625,33515.609375,32911.890625,33279.71875,369480000
2022-03-11,^GSPC,4204.31005859375,4291.009765625,4200.490234375,4279.5,4938640000
2022-03-11,^IXIC,12843.8095703125,13239.349609375,12830.3701171875,13229.76953125,5288210000
2022-03-14,^DJI,32945.23828125,33395.58984375,32818.16015625,33000.37109375,394940000
2022-03-14,^GSPC,4173.10986328125,4247.56982421875,4161.72021484375,4202.75,5574920000
2022-03-14,^IXIC,12581.2197265625,12918.009765625,12555.349609375,12795.1201171875,5876710000
2022-03-15,^DJI,33544.33984375,33620.83984375,32989.26953125,32989.26953125,388810000
2022-03-15,^GSPC,4262.4501953125,4271.0498046875,4187.89990234375,4188.81982421875,5392470000
2022-03-15,^IXIC,12948.6201171875,12973.8798828125,12616.58984375,12685.23046875,5440100000
2022-03-16,^DJI,34063.1015625,34075.94140625,33391.23828125,33653.9296875,427400000
2022-03-16,^GSPC,4357.85986328125,4358.89990234375,4251.990234375,4288.14013671875,6309750000
2022-03-16,^IXIC,13436.5498046875,13440.1201171875,12992.2001953125,13119.3701171875,6552210000
2022-03-17,^DJI,34480.76171875,34483.921875,33896.05859375,33995.390625,339470000
2022-03-17,^GSPC,4411.669921875,4412.669921875,4335.64990234375,4345.10986328125,4985090000
2022-03-17,^IXIC,13614.7802734375,13620.7998046875,13317.1396484375,13360.7197265625,5612090000
2022-03-18,^DJI,34754.9296875,34755.19921875,34279.828125,34466.71875,615420000
2022-03-18,^GSPC,4463.1201171875,4465.39990234375,4390.56982421875,4407.33984375,8278430000
2022-03-18,^IXIC,13893.83984375,13899.2802734375,13528.0595703125,13564.6298828125,8149290000
2022-03-21,^DJI,34552.98828125,34808.28125,34341.80859375,34669.8515625,408490000
2022-03-21,^GSPC,4461.18017578125,4481.75,4424.2998046875,4462.39990234375,4869820000
2022-03-21,^IXIC,13838.4599609375,13945.8095703125,13682.5498046875,13860.3896484375,5673940000
2022-03-22,^DJI,34807.4609375,34882.03125,34583.23828125,34583.23828125,368550000
2022-03-22,^GSPC,4511.60986328125,4522.0,4469.10009765625,4469.10009765625,4754840000
2022-03-22,^IXIC,14108.8203125,14141.0703125,13857.2900390625,13866.4296875,5445100000
2022-03-23,^DJI,34358.5,34748.83984375,34352.9609375,34748.83984375,347880000
2022-03-23,^GSPC,4456.240234375,4501.06982421875,4455.81005859375,4493.10009765625,4550670000
2022-03-23,^IXIC,13922.599609375,14152.1396484375,13921.650390625,13990.349609375,5024230000
2022-03-24,^DJI,34707.94140625,34713.55859375,34355.421875,34406.80859375,324870000
2022-03-24,^GSPC,4520.16015625,4520.580078125,4465.169921875,4469.97998046875,4131390000
2022-03-24,^IXIC,14191.83984375,14193.5498046875,13897.2001953125,14001.3203125,5149520000
2022-03-25,^DJI,34861.23828125,34942.69921875,34631.51953125,34702.390625,285440000
2022-03-25,^GSPC,4543.06005859375,4546.02978515625,4501.06982421875,4522.91015625,4305020000
2022-03-25,^IXIC,14169.2998046875,14218.759765625,14010.7900390625,14194.7197265625,5585100000
2022-03-28,^DJI,34955.890625,34957.9296875,34552.23046875,34833.03125,299790000
2022-03-28,^GSPC,4575.52001953125,4575.64990234375,4517.68994140625,4541.08984375,4312260000
2022-03-28,^IXIC,14354.900390625,14356.0,14101.33984375,14177.2099609375,5129500000
2022-03-29,^DJI,35294.19140625,35372.26171875,35030.0703125,35114.3515625,355050000
2022-03-29,^GSPC,4631.60009765625,4637.2998046875,4589.66015625,4602.85986328125,5085910000
2022-03-29,^IXIC,14619.6396484375,14646.900390625,14419.400390625,14500.3896484375,6060890000
2022-03-30,^DJI,35228.80859375,35361.359375,35058.578125,35273.62890625,317320000
2022-03-30,^GSPC,4602.4501953125,4627.77001953125,4581.31982421875,4624.2001953125,4385570000
2022-03-30,^IXIC,14442.26953125,14609.25,14383.4501953125,14558.58984375,5479200000
2022-03-31,^DJI,34678.3515625,35201.51953125,34677.98828125,35201.51953125,433400000
2022-03-31,^GSPC,4530.41015625,4603.06982421875,4530.41015625,4599.02001953125,4823020000
2022-03-31,^IXIC,14220.51953125,14456.740234375,14217.7197265625,14444.7802734375,5453890000
2022-04-01,^DJI,34818.26953125,34847.91015625,34538.25,34740.890625,340400000
2022-04-01,^GSPC,4545.85986328125,4548.7001953125,4507.56982421875,4540.31982421875,4562940000
2022-04-01,^IXIC,14261.5,14306.9404296875,14131.8095703125,14269.5302734375,5002790000
2022-04-04,^DJI,34921.87890625,34940.78125,34615.37890625,34799.98046875,316570000
2022-04-04,^GSPC,4582.64013671875,4583.5,4539.2099609375,4547.97021484375,4547350000
2022-04-04,^IXIC,14532.5498046875,14534.3798828125,14286.4501953125,14304.349609375,4630100000
2022-04-05,^DJI,34641.1796875,35112.2109375,34566.0390625,34876.328125,304010000
2022-04-05,^GSPC,4525.1201171875,4593.4501953125,4514.169921875,4572.4501953125,4800620000
2022-04-05,^IXIC,14204.169921875,14500.2900390625,14169.1201171875,14490.259765625,4727710000
2022-04-06,^DJI,34496.51171875,34609.83984375,34277.171875,34520.33984375,386250000
2022-04-06,^GSPC,4481.14990234375,4503.93994140625,4450.0400390625,4494.169921875,4986830000
2022-04-06,^IXIC,13888.8203125,14032.83984375,13788.900390625,14002.580078125,5360420000
2022-04-07,^DJI,34583.5703125,34705.828125,34190.94921875,34439.23828125,319870000
2022-04-07,^GSPC,4500.2099609375,4521.16015625,4450.2998046875,4474.64990234375,4821490000
2022-04-07,^IXIC,13897.2998046875,13978.25,13689.23046875,13861.490234375,4856090000
2022-04-08,^DJI,34721.12109375,34908.4609375,34470.19140625,34569.23828125,301750000
2022-04-08,^GSPC,4488.27978515625,4520.41015625,4474.60009765625,4494.14990234375,4083200000
2022-04-08,^IXIC,13711.0,13866.0595703125,13693.6904296875,13830.4697265625,4574080000
2022-04-11,^DJI,34308.078125,34701.33984375,34272.2890625,34630.26953125,333290000
2022-04-11,^GSPC,4412.52978515625,4464.35009765625,4408.3798828125,4462.64013671875,4266290000
2022-04-11,^IXIC,13411.9599609375,13585.080078125,13401.3896484375,13547.2900390625,4946680000
2022-04-12,^DJI,34220.359375,34669.96875,34102.80859375,34412.51171875,333510000
2022-04-12,^GSPC,4397.4501953125,4471.0,4381.33984375,4437.58984375,4152090000
2022-04-12,^IXIC,13371.5703125,13685.9501953125,13317.740234375,13584.6904296875,4991720000
2022-04-13,^DJI,34564.58984375,34598.359375,34140.640625,34166.640625,313630000
2022-04-13,^GSPC,4446.58984375,4453.919921875,4392.7001953125,4394.2998046875,3828150000
2022-04-13,^IXIC,13643.58984375,13679.4296875,13353.66015625,13373.1201171875,4909720000
2022-04-14,^DJI,34451.23046875,34889.171875,34437.5,34628.4609375,353680000
2022-04-14,^GSPC,4392.58984375,4460.4599609375,4390.77001953125,4449.1201171875,4083090000
2022-04-14,^IXIC,13351.080078125,13662.9296875,13345.2197265625,13647.4296875,4642240000
2022-04-18,^DJI,34411.69140625,34618.2890625,34279.078125,34411.48828125,264110000
2022-04-18,^GSPC,4391.68994140625,4410.31005859375,4370.2998046875,4385.6298828125,3910490000
2022-04-18,^IXIC,13332.3603515625,13414.26953125,13222.0302734375,13319.3896484375,4365230000
2022-04-19,^DJI,34911.19921875,34983.109375,34394.62109375,34394.62109375,296350000
2022-04-19,^GSPC,4462.2099609375,4471.02978515625,4390.6298828125,4390.6298828125,4108120000
2022-04-19,^IXIC,13619.66015625,13643.9697265625,13281.2197265625,13312.4404296875,4562840000
2022-04-20,^DJI,35160.7890625,35315.3984375,34962.671875,34962.671875,337620000
2022-04-20,^GSPC,4459.4501953125,4488.2900390625,4448.759765625,4472.259765625,4290450000
2022-04-20,^IXIC,13453.0703125,13678.5498046875,13426.1298828125,13665.3798828125,4678930000
2022-04-21,^DJI,34792.76171875,35492.21875,34723.8203125,35258.80078125,366390000
2022-04-21,^GSPC,4393.66015625,4512.93994140625,4384.47021484375,4489.169921875,4636890000
2022-04-21,^IXIC,13174.650390625,13710.7001953125,13140.830078125,13623.7001953125,5233110000
2022-04-22,^DJI,33811.3984375,34727.37890625,33773.390625,34727.37890625,373280000
2022-04-22,^GSPC,4271.77978515625,4385.830078125,4267.6201171875,4385.830078125,4651940000
2022-04-22,^IXIC,12839.2900390625,13212.599609375,12828.01953125,13168.7998046875,4475090000
2022-04-25,^DJI,34049.4609375,34106.01171875,33323.37109375,33731.6484375,416900000
2022-04-25,^GSPC,4296.1201171875,4299.02001953125,4200.81982421875,4255.33984375,5240040000
2022-04-25,^IXIC,13004.849609375,13011.4501953125,12722.58984375,12749.169921875,4845160000
2022-04-26,^DJI,33240.1796875,33909.51171875,33230.94921875,33907.48828125,400020000
2022-04-26,^GSPC,4175.2001953125,4278.14013671875,4175.0400390625,4278.14013671875,4689970000
2022-04-26,^IXIC,12490.740234375,12918.0400390625,12490.740234375,12918.0400390625,5168160000
2022-04-27,^DJI,33301.9296875,33697.1796875,33108.890625,33450.921875,447230000
2022-04-27,^GSPC,4183.9599609375,4240.7099609375,4162.89990234375,4186.52001953125,4769680000
2022-04-27,^IXIC,12488.9296875,12703.7900390625,12430.900390625,12500.8798828125,4810720000
2022-04-28,^DJI,33916.390625,34054.7890625,33248.4609375,33425.9609375,440380000
2022-04-28,^GSPC,4287.5,4308.4501953125,4188.6298828125,4222.580078125,4854180000
2022-04-28,^IXIC,12871.5302734375,12948.51953125,12487.8603515625,12712.8603515625,5067150000
2022-04-29,^DJI,32977.2109375,33919.58984375,32913.1484375,33787.01171875,501560000
2022-04-29,^GSPC,4131.93017578125,4269.68017578125,4124.27978515625,4253.75,5084030000
2022-04-29,^IXIC,12334.6396484375,12861.830078125,12315.740234375,12710.419921875,4733070000
2022-05-02,^DJI,33061.5,33224.94921875,32449.869140625,32978.48828125,453390000
2022-05-02,^GSPC,4155.3798828125,4169.81005859375,4062.510009765625,4130.60986328125,5163790000
2022-05-02,^IXIC,12536.01953125,12542.5400390625,12202.41015625,12331.6904296875,4918240000
2022-05-03,^DJI,33128.7890625,33341.578125,32914.75,33086.08984375,364420000
2022-05-03,^GSPC,4175.47998046875,4200.10009765625,4147.080078125,4159.77978515625,4582050000
2022-05-03,^IXIC,12563.759765625,12645.830078125,12460.990234375,12511.4599609375,4547280000
2022-05-04,^DJI,34061.05859375,34117.73828125,33021.83984375,33171.80078125,411060000
2022-05-04,^GSPC,4300.169921875,4307.66015625,4148.91015625,4181.18017578125,5136360000
2022-05-04,^IXIC,12964.8603515625,12985.009765625,12367.01953125,12574.73046875,5498050000
2022-05-05,^DJI,32997.96875,33854.171875,32685.099609375,33854.171875,448420000
2022-05-05,^GSPC,4146.8701171875,4270.43017578125,4106.009765625,4270.43017578125,5077030000
2022-05-05,^IXIC,12317.6904296875,12787.51953125,12183.5595703125,12787.51953125,5308920000
2022-05-06,^DJI,32899.37109375,33055.83984375,32474.689453125,32773.87890625,416520000
2022-05-06,^GSPC,4123.33984375,4157.68994140625,4067.909912109375,4128.169921875,5116940000
2022-05-06,^IXIC,12144.66015625,12358.419921875,11990.150390625,12246.830078125,5324480000
2022-05-09,^DJI,32245.69921875,32685.169921875,32121.98046875,32685.169921875,470770000
2022-05-09,^GSPC,3991.239990234375,4081.27001953125,3975.47998046875,4081.27001953125,5954520000
2022-05-09,^IXIC,11623.25,11990.6103515625,11574.9404296875,11923.0302734375,5939140000
2022-05-10,^DJI,32160.740234375,32752.169921875,31887.890625,32504.08984375,439290000
2022-05-10,^GSPC,4001.050048828125,4068.820068359375,3958.169921875,4035.179931640625,5885820000
2022-05-10,^IXIC,11737.669921875,11944.9404296875,11566.2802734375,11900.33984375,6218260000
2022-05-11,^DJI,31834.109375,32584.01953125,31798.859375,32123.240234375,458460000
2022-05-11,^GSPC,3935.179931640625,4049.090087890625,3928.820068359375,3990.080078125,5816140000
2022-05-11,^IXIC,11364.240234375,11844.509765625,11339.1796875,11645.5703125,6152370000
2022-05-12,^DJI,31730.30078125,31914.4609375,31228.220703125,31699.0390625,544240000
2022-05-12,^GSPC,3930.080078125,3964.800048828125,3858.8701171875,3903.949951171875,6286450000
2022-05-12,^IXIC,11370.9599609375,11547.330078125,11108.759765625,11199.25,6679470000
2022-05-13,^DJI,32196.66015625,32276.05078125,31862.7890625,31963.859375,388520000
2022-05-13,^GSPC,4023.889892578125,4038.8798828125,3963.89990234375,3963.89990234375,5183340000
2022-05-13,^IXIC,11805.0,11856.7099609375,11510.259765625,11555.9697265625,5894020000
2022-05-16,^DJI,32223.419921875,32514.01953125,31928.1796875,32152.150390625,330030000
2022-05-16,^GSPC,4008.010009765625,4046.4599609375,3983.989990234375,4013.02001953125,4415030000
2022-05-16,^IXIC,11662.7900390625,11804.58984375,11627.5302734375,11727.1396484375,4930250000
2022-05-17,^DJI,32654.58984375,32689.140625,32308.150390625,32427.0,389310000
2022-05-17,^GSPC,4088.85009765625,4090.719970703125,4033.929931640625,4052.0,4841410000
2022-05-17,^IXIC,11984.51953125,11988.4296875,11754.2802734375,11905.5703125,5093960000
2022-05-18,^DJI,31490.0703125,32468.669921875,31393.94921875,32468.669921875,465060000
2022-05-18,^GSPC,3923.679931640625,4051.97998046875,3911.909912109375,4051.97998046875,5103220000
2022-05-18,^IXIC,11418.150390625,11826.2197265625,11381.6904296875,11790.6796875,5064120000
2022-05-19,^DJI,31253.130859375,31569.130859375,31016.41015625,31262.619140625,517190000
2022-05-19,^GSPC,3900.7900390625,3945.9599609375,3876.580078125,3899.0,5113550000
2022-05-19,^IXIC,11388.5,11562.8203125,11313.3095703125,11364.400390625,5154410000
2022-05-20,^DJI,31261.900390625,31515.779296875,30635.759765625,31426.939453125,495510000
2022-05-20,^GSPC,3901.360107421875,3943.419921875,3810.320068359375,3927.760009765625,5130730000
2022-05-20,^IXIC,11354.6201171875,11552.2099609375,11035.6904296875,11542.669921875,5434370000
2022-05-23,^DJI,31880.240234375,31968.419921875,31395.890625,31395.890625,402010000
2022-05-23,^GSPC,3973.75,3981.8798828125,3909.0400390625,3919.419921875,4420030000
2022-05-23,^IXIC,11535.26953125,11552.0703125,11304.5595703125,11396.2802734375,4552200000
2022-05-24,^DJI,31928.619140625,32014.859375,31365.58984375,31717.609375,382950000
2022-05-24,^GSPC,3941.47998046875,3955.679931640625,3875.1298828125,3942.93994140625,4923190000
2022-05-24,^IXIC,11264.4501953125,11351.6103515625,11092.48046875,11326.4404296875,4724430000
2022-05-25,^DJI,32120.279296875,32254.439453125,31754.330078125,31816.310546875,343460000
2022-05-25,^GSPC,3978.72998046875,3999.330078125,3925.030029296875,3929.590087890625,4802560000
2022-05-25,^IXIC,11434.740234375,11511.900390625,11211.849609375,11225.0302734375,4519690000
2022-05-26,^DJI,32637.189453125,32774.140625,32248.169921875,32248.169921875,351220000
